id,name,address,city,state,zip
786,St. Peter Catholic Church Covington,Not publicly listed,Covington,Louisiana,00000
756,First Baptist Church Denham Springs,Not publicly listed,Denham Springs,Louisiana,00000
785,St. Margaret Mary Catholic Church,Not publicly listed,Denham Springs,Louisiana,00000
757,First Baptist Church Gonzales,Not publicly listed,Gonzales,Louisiana,00000
777,St. Elizabeth Catholic Church Gonzales,Not publicly listed,Gonzales,Louisiana,00000
758,First Baptist Church Hammond,Not publicly listed,Hammond,Louisiana,00000
770,First United Methodist Church Hammond,Not publicly listed,Hammond,Louisiana,00000
759,First Baptist Church Houma,Not publicly listed,Houma,Louisiana,00000
779,St. Francis de Sales Catholic Church Houma,Not publicly listed,Houma,Louisiana,00000
780,St. James Catholic Church,Not publicly listed,Jackson,Louisiana,00000
760,First Baptist Church Lafayette,Not publicly listed,Lafayette,Louisiana,00000
776,Our Lady of Fatima Catholic Church,Not publicly listed,Lafayette,Louisiana,00000
771,First United Methodist Church Lake Charles,Not publicly listed,Lake Charles,Louisiana,00000
784,St. Margaret Catholic Church Lake Charles,Not publicly listed,Lake Charles,Louisiana,00000
761,First Baptist Church Mandeville,Not publicly listed,Mandeville,Louisiana,00000
787,St. Timothy Catholic Church Mandeville,Not publicly listed,Mandeville,Louisiana,00000
762,First Baptist Church Monroe,Not publicly listed,Monroe,Louisiana,00000
769,First Presbyterian Church Monroe,Not publicly listed,Monroe,Louisiana,00000
751,Canal Street Church,Not publicly listed,New Orleans,Louisiana,00000
753,Cross Point Church,Not publicly listed,New Orleans,Louisiana,00000
763,First Baptist Church Ponchatoula,Not publicly listed,Ponchatoula,Louisiana,00000
782,St. Joseph Catholic Church Ponchatoula,Not publicly listed,Ponchatoula,Louisiana,00000
764,First Baptist Church Ruston,Not publicly listed,Ruston,Louisiana,00000
772,First United Methodist Church Ruston,Not publicly listed,Ruston,Louisiana,00000
749,Broadmoor Baptist Church,Not publicly listed,Shreveport,Louisiana,00000
765,First Baptist Church Shreveport,Not publicly listed,Shreveport,Louisiana,00000
766,First Baptist Church Slidell,Not publicly listed,Slidell,Louisiana,00000
773,First United Methodist Church Slidell,Not publicly listed,Slidell,Louisiana,00000
767,First Baptist Church Thibodaux,Not publicly listed,Thibodaux,Louisiana,00000
783,St. Joseph Catholic Church Thibodaux,Not publicly listed,Thibodaux,Louisiana,00000
791,First Congregational Church UCC (Augusta),Not publicly listed,Augusta,Maine,00000
805,First United Methodist Church Bangor,Not publicly listed,Bangor,Maine,00000
810,St. John's Catholic Church Bangor,Not publicly listed,Bangor,Maine,00000
793,First Congregational Church UCC (Belfast),Not publicly listed,Belfast,Maine,00000
815,St. Margaret Catholic Church (Belfast),Not publicly listed,Belfast,Maine,00000
794,First Congregational Church UCC (Biddeford),Not publicly listed,Biddeford,Maine,00000
811,St. Joseph Catholic Church (Biddeford),Not publicly listed,Biddeford,Maine,00000
795,First Congregational Church UCC (Camden),Not publicly listed,Camden,Maine,00000
796,First Congregational Church UCC (Ellsworth),Not publicly listed,Ellsworth,Maine,00000
812,St. Joseph Catholic Church (Ellsworth),Not publicly listed,Ellsworth,Maine,00000
797,First Congregational Church UCC (Kennebunkport),Not publicly listed,Kennebunkport,Maine,00000
806,St. Ann's Episcopal Church (Kennebunkport),Not publicly listed,Kennebunkport,Maine,00000
798,First Congregational Church UCC (Kittery),Not publicly listed,Kittery,Maine,00000
819,St. Raphael Catholic Church (Kittery),Not publicly listed,Kittery,Maine,00000
808,St. Christopher's Episcopal Church,Not publicly listed,Portland,Maine,00000
799,First Congregational Church UCC (Rockland),Not publicly listed,Rockland,Maine,00000
807,St. Bernard Catholic Church (Rockland),Not publicly listed,Rockland,Maine,00000
800,First Congregational Church UCC (Rockport),Not publicly listed,Rockport,Maine,00000
809,St. John Catholic Church (Rockport),Not publicly listed,Rockport,Maine,00000
801,First Congregational Church UCC (Saco),Not publicly listed,Saco,Maine,00000
813,St. Joseph Catholic Church (Saco),Not publicly listed,Saco,Maine,00000
835,First Baptist Church of Annapolis,Not publicly listed,Annapolis,Maryland,00000
827,Faith Chapel Church,Not publicly listed,Baltimore,Maryland,00000
838,Mount Olive Baptist Church,Not publicly listed,Baltimore,Maryland,00000
840,Restoration Ministries,Not publicly listed,Baltimore,Maryland,00000
828,First Baptist Church Cambridge,Not publicly listed,Cambridge,Maryland,00000
845,St. Luke's Episcopal Church Cambridge,Not publicly listed,Cambridge,Maryland,00000
829,First Baptist Church Cumberland,Not publicly listed,Cumberland,Maryland,00000
847,St. Peter Catholic Church Cumberland,Not publicly listed,Cumberland,Maryland,00000
824,Christ Church Episcopal Easton,Not publicly listed,Easton,Maryland,00000
830,First Baptist Church Easton,Not publicly listed,Easton,Maryland,00000
831,First Baptist Church Frederick,Not publicly listed,Frederick,Maryland,00000
844,St. John the Evangelist Catholic Church Frederick,Not publicly listed,Frederick,Maryland,00000
832,First Baptist Church Hagerstown,Not publicly listed,Hagerstown,Maryland,00000
846,St. Mary Catholic Church Hagerstown,Not publicly listed,Hagerstown,Maryland,00000
848,The Bridge Bible Church,Not publicly listed,Laurel,Maryland,00000
823,Bethlehem Baptist Church,Not publicly listed,Randallstown,Maryland,00000
833,First Baptist Church Salisbury,Not publicly listed,Salisbury,Maryland,00000
843,St. Francis de Sales Catholic Church Salisbury,Not publicly listed,Salisbury,Maryland,00000
825,Deeper Life Bible Church,Not publicly listed,Silver Spring,Maryland,00000
834,First Baptist Church Waldorf,Not publicly listed,Waldorf,Maryland,00000
842,St. Charles Borromeo Catholic Church Waldorf,Not publicly listed,Waldorf,Maryland,00000
854,First Baptist Church in Boston,Not publicly listed,Boston,Massachusetts,00000
870,The Journey Community Church,Not publicly listed (Boston area),Boston,Massachusetts,00000
871,The Journey Community Church (Boston Campus),Not publicly listed,Boston,Massachusetts,00000
859,First Parish in Cambridge (Unitarian Universalist),Not publicly listed,Cambridge,Massachusetts,00000
862,Harvard-Epworth United Methodist Church,Not publicly listed,Cambridge,Massachusetts,00000
857,First Congregational Church UCC (Great Barrington),Not publicly listed,Great Barrington,Massachusetts,00000
869,St. James Episcopal Church Great Barrington,Not publicly listed,Great Barrington,Massachusetts,00000
851,First Baptist Church Lowell,Not publicly listed,Lowell,Massachusetts,00000
868,St. Anne's Episcopal Church Lowell,Not publicly listed,Lowell,Massachusetts,00000
855,First Baptist Church in Newton,Not publicly listed,Newton,Massachusetts,00000
860,First Parish in Newton (Unitarian Universalist),Not publicly listed,Newton,Massachusetts,00000
852,First Baptist Church Springfield,Not publicly listed,Springfield,Massachusetts,00000
856,First Church of Christ Congregational Springfield,Not publicly listed,Springfield,Massachusetts,00000
858,First Congregational Church UCC (Wellesley),Not publicly listed,Wellesley,Massachusetts,00000
864,New England Chapel,Not publicly listed,Wellesley,Massachusetts,00000
867,St. Andrew's Episcopal Church Wellesley,Not publicly listed,Wellesley,Massachusetts,00000
853,First Baptist Church Worcester,Not publicly listed,Worcester,Massachusetts,00000
861,First Unitarian Church Worcester,Not publicly listed,Worcester,Massachusetts,00000
886,Genesis Church,Not publicly listed,Ann Arbor,Michigan,00000
879,Church of the Resurrection (Rez) - Detroit,Not publicly listed (Detroit campus),Detroit,Michigan,00000
881,First Baptist Church Flint,Not publicly listed,Flint,Michigan,00000
891,St. Paul Catholic Church Flint,Not publicly listed,Flint,Michigan,00000
882,First Baptist Church Kalamazoo,Not publicly listed,Kalamazoo,Michigan,00000
885,First United Methodist Church Kalamazoo,Not publicly listed,Kalamazoo,Michigan,00000
883,First Baptist Church Saginaw,Not publicly listed,Saginaw,Michigan,00000
892,St. Thomas Aquinas Catholic Church Saginaw,Not publicly listed,Saginaw,Michigan,00000
884,First Baptist Church Traverse City,Not publicly listed,Traverse City,Michigan,00000
890,St. Francis Catholic Church Traverse City,Not publicly listed,Traverse City,Michigan,00000
899,First Baptist Church Duluth,Not publicly listed,Duluth,Minnesota,00000
906,First Presbyterian Church Duluth,Not publicly listed,Duluth,Minnesota,00000
900,First Baptist Church Mankato,Not publicly listed,Mankato,Minnesota,00000
912,St. John the Baptist Catholic Church Mankato,Not publicly listed,Mankato,Minnesota,00000
918,The Grove Church,Not publicly listed,Maple Grove,Minnesota,00000
911,Minnehaha United Methodist Church,Not publicly listed,Minneapolis,Minnesota,00000
916,Suburban Community Church,Not publicly listed,Minneapolis,Minnesota,00000
901,First Baptist Church Rochester,Not publicly listed,Rochester,Minnesota,00000
915,St. Pius X Catholic Church Rochester,Not publicly listed,Rochester,Minnesota,00000
902,First Baptist Church St. Cloud,Not publicly listed,St. Cloud,Minnesota,00000
903,First Baptist Church St. Paul,Not publicly listed,St. Paul,Minnesota,00000
904,First Baptist Church of St. Paul,Not publicly listed,St. Paul,Minnesota,00000
914,St. Paul Lutheran Church,Not publicly listed,St. Paul,Minnesota,00000
923,First Baptist Church Biloxi,Not publicly listed,Biloxi,Mississippi,00000
945,St. Michael Catholic Church Biloxi,Not publicly listed,Biloxi,Mississippi,00000
924,First Baptist Church Clinton,Not publicly listed,Clinton,Mississippi,00000
935,First United Methodist Church Clinton,Not publicly listed,Clinton,Mississippi,00000
925,First Baptist Church Columbus,Not publicly listed,Columbus,Mississippi,00000
936,First United Methodist Church Columbus,Not publicly listed,Columbus,Mississippi,00000
926,First Baptist Church Greenville,Not publicly listed,Greenville,Mississippi,00000
943,St. Joseph Catholic Church Greenville,Not publicly listed,Greenville,Mississippi,00000
928,First Baptist Church Hattiesburg,Not publicly listed,Hattiesburg,Mississippi,00000
946,Temple Baptist Church Hattiesburg,Not publicly listed,Hattiesburg,Mississippi,00000
930,First Baptist Church Meridian,Not publicly listed,Meridian,Mississippi,00000
937,First United Methodist Church Meridian,Not publicly listed,Meridian,Mississippi,00000
931,First Baptist Church Oxford,Not publicly listed,Oxford,Mississippi,00000
942,St. John the Evangelist Catholic Church Oxford,Not publicly listed,Oxford,Mississippi,00000
932,First Baptist Church Starkville,Not publicly listed,Starkville,Mississippi,00000
944,St. Joseph Catholic Church Starkville,Not publicly listed,Starkville,Mississippi,00000
921,Calvary Baptist Church Tupelo,Not publicly listed,Tupelo,Mississippi,00000
933,First Baptist Church Tupelo,Not publicly listed,Tupelo,Mississippi,00000
934,First Baptist Church Vicksburg,Not publicly listed,Vicksburg,Mississippi,00000
938,First United Methodist Church Vicksburg,Not publicly listed,Vicksburg,Mississippi,00000
951,First Baptist Church Blue Springs,Not publicly listed,Blue Springs,Missouri,00000
978,St. Robert Bellarmine Catholic Church Blue Springs,Not publicly listed,Blue Springs,Missouri,00000
952,First Baptist Church Cape Girardeau,Not publicly listed,Cape Girardeau,Missouri,00000
966,First Presbyterian Church Cape Girardeau,Not publicly listed,Cape Girardeau,Missouri,00000
953,First Baptist Church Columbia,Not publicly listed,Columbia,Missouri,00000
965,First Christian Church Columbia,Not publicly listed,Columbia,Missouri,00000
954,First Baptist Church Gladstone,Not publicly listed,Gladstone,Missouri,00000
972,St. Charles Borromeo Catholic Church Gladstone,Not publicly listed,Gladstone,Missouri,00000
955,First Baptist Church Independence,Not publicly listed,Independence,Missouri,00000
967,First United Methodist Church Independence,Not publicly listed,Independence,Missouri,00000
956,First Baptist Church Jefferson City,Not publicly listed,Jefferson City,Missouri,00000
976,St. Peter Catholic Church Jefferson City,Not publicly listed,Jefferson City,Missouri,00000
957,First Baptist Church Joplin,Not publicly listed,Joplin,Missouri,00000
968,First United Methodist Church Joplin,Not publicly listed,Joplin,Missouri,00000
963,First Baptist Church of Kansas City,Not publicly listed,Kansas City,Missouri,00000
958,First Baptist Church Lee's Summit,Not publicly listed,Lee's Summit,Missouri,00000
974,St. Michael the Archangel Catholic Church Lee's Summit,Not publicly listed,Lee's Summit,Missouri,00000
959,First Baptist Church Liberty,Not publicly listed,Liberty,Missouri,00000
969,First United Methodist Church Liberty,Not publicly listed,Liberty,Missouri,00000
960,First Baptist Church Raytown,Not publicly listed,Raytown,Missouri,00000
977,St. Regis Catholic Church Raytown,Not publicly listed,Raytown,Missouri,00000
961,First Baptist Church Springfield,Not publicly listed,Springfield,Missouri,00000
962,First Baptist Church St. Joseph,Not publicly listed,St. Joseph,Missouri,00000
973,St. Joseph Cathedral,Not publicly listed,St. Joseph,Missouri,00000
964,First Baptist Church of St. Louis,Not publicly listed,St. Louis,Missouri,00000
970,Gateway Church,Not publicly listed,St. Louis,Missouri,00000
981,First Baptist Church Billings,Not publicly listed,Billings,Montana,00000
992,First Presbyterian Church Billings,Not publicly listed,Billings,Montana,00000
982,First Baptist Church Bozeman,Not publicly listed,Bozeman,Montana,00000
993,First Presbyterian Church Bozeman,Not publicly listed,Bozeman,Montana,00000
994,Grace Bible Church Bozeman,Not publicly listed,Bozeman,Montana,00000
1000,St. James Catholic Church Bozeman,Not publicly listed,Bozeman,Montana,00000
983,First Baptist Church Butte,Not publicly listed,Butte,Montana,00000
984,First Baptist Church Great Falls,Not publicly listed,Great Falls,Montana,00000
996,St. Ann Cathedral,Not publicly listed,Great Falls,Montana,00000
985,First Baptist Church Havre,Not publicly listed,Havre,Montana,00000
1001,St. Jude Thaddeus Catholic Church Havre,Not publicly listed,Havre,Montana,00000
986,First Baptist Church Helena,Not publicly listed,Helena,Montana,00000
997,St. Anthony Cathedral,Not publicly listed,Helena,Montana,00000
999,St. Helena Cathedral,Not publicly listed,Helena,Montana,00000
987,First Baptist Church Kalispell,Not publicly listed,Kalispell,Montana,00000
1003,St. Matthew Catholic Church Kalispell,Not publicly listed,Kalispell,Montana,00000
988,First Baptist Church Livingston,Not publicly listed,Livingston,Montana,00000
1002,St. Mary's Catholic Church Livingston,Not publicly listed,Livingston,Montana,00000
989,First Baptist Church Miles City,Not publicly listed,Miles City,Montana,00000
1005,St. Vincent de Paul Catholic Church Miles City,Not publicly listed,Miles City,Montana,00000
990,First Baptist Church Missoula,Not publicly listed,Missoula,Montana,00000
995,Hope Christian Church,Not publicly listed,Missoula,Montana,00000
991,First Baptist Church Whitefish,Not publicly listed,Whitefish,Montana,00000
998,St. Charles Borromeo Catholic Church Whitefish,Not publicly listed,Whitefish,Montana,00000
1008,First Baptist Church Beatrice,Not publicly listed,Beatrice,Nebraska,00000
1027,St. Joseph Catholic Church Beatrice,Not publicly listed,Beatrice,Nebraska,00000
1009,First Baptist Church Columbus,Not publicly listed,Columbus,Nebraska,00000
1022,St. Anthony Catholic Church Columbus,Not publicly listed,Columbus,Nebraska,00000
1010,First Baptist Church Fremont,Not publicly listed,Fremont,Nebraska,00000
1025,St. James Catholic Church Fremont,Not publicly listed,Fremont,Nebraska,00000
1011,First Baptist Church Grand Island,Not publicly listed,Grand Island,Nebraska,00000
1028,St. Leo Catholic Church Grand Island,Not publicly listed,Grand Island,Nebraska,00000
1012,First Baptist Church Hastings,Not publicly listed,Hastings,Nebraska,00000
1024,St. Cecilia Catholic Church Hastings,Not publicly listed,Hastings,Nebraska,00000
1013,First Baptist Church Kearney,Not publicly listed,Kearney,Nebraska,00000
1026,St. James Catholic Church Kearney,Not publicly listed,Kearney,Nebraska,00000
1014,First Baptist Church Lincoln,Not publicly listed,Lincoln,Nebraska,00000
1029,St. Mary Catholic Church Lincoln,Not publicly listed,Lincoln,Nebraska,00000
1015,First Baptist Church Norfolk,Not publicly listed,Norfolk,Nebraska,00000
1030,St. Mary Catholic Church Norfolk,Not publicly listed,Norfolk,Nebraska,00000
1016,First Baptist Church North Platte,Not publicly listed,North Platte,Nebraska,00000
1031,St. Patrick Catholic Church North Platte,Not publicly listed,North Platte,Nebraska,00000
1017,First Baptist Church Omaha,Not publicly listed,Omaha,Nebraska,00000
1018,First Baptist Church Scottsbluff,Not publicly listed,Scottsbluff,Nebraska,00000
1021,St. Agnes Catholic Church Scottsbluff,Not publicly listed,Scottsbluff,Nebraska,00000
1034,First Baptist Church Carson City,Not publicly listed,Carson City,Nevada,00000
1053,St. Teresa of Avila Catholic Church Carson City,Not publicly listed,Carson City,Nevada,00000
1035,First Baptist Church Elko,Not publicly listed,Elko,Nevada,00000
1049,St. Mark Catholic Church Elko,Not publicly listed,Elko,Nevada,00000
1036,First Baptist Church Ely,Not publicly listed,Ely,Nevada,00000
1047,St. John Catholic Church Ely,Not publicly listed,Ely,Nevada,00000
1037,First Baptist Church Fallon,Not publicly listed,Fallon,Nevada,00000
1051,St. Patrick Catholic Church Fallon,Not publicly listed,Fallon,Nevada,00000
1038,First Baptist Church Henderson,Not publicly listed,Henderson,Nevada,00000
1048,St. Joseph Catholic Church Henderson,Not publicly listed,Henderson,Nevada,00000
1039,First Baptist Church Las Vegas,Not publicly listed,Las Vegas,Nevada,00000
1045,Shadow Mountain Community Church,Not publicly listed,Las Vegas,Nevada,00000
1056,Vegas Church,Not publicly listed,Las Vegas,Nevada,00000
1040,First Baptist Church North Las Vegas,Not publicly listed,North Las Vegas,Nevada,00000
1046,St. James the Just Catholic Church North Las Vegas,Not publicly listed,North Las Vegas,Nevada,00000
1041,First Baptist Church Reno,Not publicly listed,Reno,Nevada,00000
1042,First Baptist Church Sparks,Not publicly listed,Sparks,Nevada,00000
1052,St. Rose of Lima Catholic Church Sparks,Not publicly listed,Sparks,Nevada,00000
1043,First Baptist Church Winnemucca,Not publicly listed,Winnemucca,Nevada,00000
1050,St. Mary Catholic Church Winnemucca,Not publicly listed,Winnemucca,Nevada,00000
1063,First Congregational Church UCC (Amherst),Not publicly listed,Amherst,New Hampshire,00000
1078,St. Patrick Catholic Church Amherst,Not publicly listed,Amherst,New Hampshire,00000
1073,St. John the Evangelist Catholic Church Concord,Not publicly listed,Concord,New Hampshire,00000
1059,First Baptist Church Derry,Not publicly listed,Derry,New Hampshire,00000
1080,St. Thomas Aquinas Parish Derry,Not publicly listed,Derry,New Hampshire,00000
1065,First Congregational Church UCC (Dover),Not publicly listed,Dover,New Hampshire,00000
1076,St. Mary Catholic Church Dover,Not publicly listed,Dover,New Hampshire,00000
1066,First Congregational Church UCC (Exeter),Not publicly listed,Exeter,New Hampshire,00000
1077,St. Michael Catholic Church Exeter,Not publicly listed,Exeter,New Hampshire,00000
1067,First Congregational Church UCC (Hanover),Not publicly listed,Hanover,New Hampshire,00000
1071,St. Denis Catholic Church Hanover,Not publicly listed,Hanover,New Hampshire,00000
1068,First Congregational Church UCC (Keene),Not publicly listed,Keene,New Hampshire,00000
1072,St. James Catholic Church Keene,Not publicly listed,Keene,New Hampshire,00000
1060,First Baptist Church Laconia,Not publicly listed,Laconia,New Hampshire,00000
1075,St. Joseph Catholic Church Laconia,Not publicly listed,Laconia,New Hampshire,00000
1069,First Congregational Church UCC (Manchester),Not publicly listed,Manchester,New Hampshire,00000
1079,St. Stanislaus Parish,Not publicly listed,Nashua,New Hampshire,00000
1062,First Baptist Church Portsmouth,Not publicly listed,Portsmouth,New Hampshire,00000
1070,North Church (United Church of Christ),Not publicly listed,Portsmouth,New Hampshire,00000
1083,First Baptist Church Camden,Not publicly listed,Camden,New Jersey,00000
1096,St. Joseph Catholic Church Camden,Not publicly listed,Camden,New Jersey,00000
1084,First Baptist Church East Orange,Not publicly listed,East Orange,New Jersey,00000
1095,St. John Catholic Church East Orange,Not publicly listed,East Orange,New Jersey,00000
1090,First Presbyterian Church Elizabeth,Not publicly listed,Elizabeth,New Jersey,00000
1100,St. Mary of the Assumption Catholic Church Elizabeth,Not publicly listed,Elizabeth,New Jersey,00000
1097,St. Mary Star of the Sea Catholic Church,Not publicly listed,Jersey City,New Jersey,00000
1103,The Well Church,Not publicly listed,Jersey City,New Jersey,00000
1085,First Baptist Church New Brunswick,Not publicly listed,New Brunswick,New Jersey,00000
1102,St. Peter the Apostle Catholic Church New Brunswick,Not publicly listed,New Brunswick,New Jersey,00000
1086,First Baptist Church Newark,Not publicly listed,Newark,New Jersey,00000
1093,St. Benedict Catholic Church Newark,Not publicly listed,Newark,New Jersey,00000
1087,First Baptist Church Paterson,Not publicly listed,Paterson,New Jersey,00000
1094,St. John Cathedral Paterson,Not publicly listed,Paterson,New Jersey,00000
1082,Christian Fellowship Church,Not publicly listed,Rochelle Park,New Jersey,00000
1088,First Baptist Church Trenton,Not publicly listed,Trenton,New Jersey,00000
1099,St. Mary of the Assumption Cathedral Trenton,Not publicly listed,Trenton,New Jersey,00000
1106,First Baptist Church Alamogordo,Not publicly listed,Alamogordo,New Mexico,00000
1117,Holy Redeemer Catholic Church Alamogordo,Not publicly listed,Alamogordo,New Mexico,00000
1107,First Baptist Church Albuquerque,Not publicly listed,Albuquerque,New Mexico,00000
1119,St. Charles Borromeo Catholic Church Albuquerque,Not publicly listed,Albuquerque,New Mexico,00000
1108,First Baptist Church Clovis,Not publicly listed,Clovis,New Mexico,00000
1124,St. Mary Catholic Church Clovis,Not publicly listed,Clovis,New Mexico,00000
1109,First Baptist Church Farmington,Not publicly listed,Farmington,New Mexico,00000
1125,St. Mary Catholic Church Farmington,Not publicly listed,Farmington,New Mexico,00000
1110,First Baptist Church Gallup,Not publicly listed,Gallup,New Mexico,00000
1120,St. Francis Catholic Church Gallup,Not publicly listed,Gallup,New Mexico,00000
1111,First Baptist Church Hobbs,Not publicly listed,Hobbs,New Mexico,00000
1122,St. Helena Catholic Church Hobbs,Not publicly listed,Hobbs,New Mexico,00000
1112,First Baptist Church Las Cruces,Not publicly listed,Las Cruces,New Mexico,00000
1116,Holy Cross Catholic Church Las Cruces,Not publicly listed,Las Cruces,New Mexico,00000
1113,First Baptist Church Rio Rancho,Not publicly listed,Rio Rancho,New Mexico,00000
1126,St. Thomas Aquinas Catholic Church Rio Rancho,Not publicly listed,Rio Rancho,New Mexico,00000
1114,First Baptist Church Roswell,Not publicly listed,Roswell,New Mexico,00000
1123,St. John the Baptist Catholic Church Roswell,Not publicly listed,Roswell,New Mexico,00000
1115,First United Methodist Church Santa Fe,Not publicly listed,Santa Fe,New Mexico,00000
1121,St. Francis of Assisi Catholic Church Santa Fe,Not publicly listed,Santa Fe,New Mexico,00000
1135,First Presbyterian Church Albany,Not publicly listed,Albany,New York,00000
1145,St. Mary's Roman Catholic Church Albany,Not publicly listed,Albany,New York,00000
1130,First Baptist Church Buffalo,Not publicly listed,Buffalo,New York,00000
1143,St. Joseph Cathedral Buffalo,Not publicly listed,Buffalo,New York,00000
1131,First Baptist Church New Rochelle,Not publicly listed,New Rochelle,New York,00000
1141,St. Gabriel Catholic Church New Rochelle,Not publicly listed,New Rochelle,New York,00000
1137,Hillsong Church New York,Not publicly listed (multiple locations),New York,New York,00000
1147,The Journey Church NYC,Not publicly listed,New York,New York,00000
1149,Trinity Grace Church,Not publicly listed (multiple locations),New York,New York,00000
1128,Asbury First United Methodist Church,Not publicly listed,Rochester,New York,00000
1134,First Baptist Church of Rochester,Not publicly listed,Rochester,New York,00000
1136,First Presbyterian Church Syracuse,Not publicly listed,Syracuse,New York,00000
1142,St. John the Evangelist Cathedral Syracuse,Not publicly listed,Syracuse,New York,00000
1132,First Baptist Church White Plains,Not publicly listed,White Plains,New York,00000
1140,St. Bernard Catholic Church White Plains,Not publicly listed,White Plains,New York,00000
1133,First Baptist Church Yonkers,Not publicly listed,Yonkers,New York,00000
1144,St. Joseph Catholic Church Yonkers,Not publicly listed,Yonkers,New York,00000
1153,Elevation Church (Ballantyne Campus),Not publicly listed (Ballantyne location),Charlotte,North Carolina,00000
1162,Next Level Church,Not publicly listed,Charlotte,North Carolina,00000
1155,First Baptist Church Durham,Not publicly listed,Durham,North Carolina,00000
1168,Yates Baptist Church Durham,Not publicly listed,Durham,North Carolina,00000
1151,College Park Baptist Church Greensboro,Not publicly listed,Greensboro,North Carolina,00000
1156,First Baptist Church Greensboro,Not publicly listed,Greensboro,North Carolina,00000
1160,Hope Community Church,Not publicly listed,Raleigh,North Carolina,00000
1150,Centenary United Methodist Church,Not publicly listed,Winston-Salem,North Carolina,00000
1158,First Baptist Church Winston-Salem,Not publicly listed,Winston-Salem,North Carolina,00000
1169,Cathedral of the Holy Spirit,Not publicly listed,Bismarck,North Dakota,00000
1171,First Baptist Church Bismarck,Not publicly listed,Bismarck,North Dakota,00000
1181,First Presbyterian Church Bismarck,Not publicly listed,Bismarck,North Dakota,00000
1172,First Baptist Church Bottineau,Not publicly listed,Bottineau,North Dakota,00000
1187,St. Mark Catholic Church Bottineau,Not publicly listed,Bottineau,North Dakota,00000
1173,First Baptist Church Devils Lake,Not publicly listed,Devils Lake,North Dakota,00000
1185,St. Joseph Catholic Church Devils Lake,Not publicly listed,Devils Lake,North Dakota,00000
1174,First Baptist Church Dickinson,Not publicly listed,Dickinson,North Dakota,00000
1190,St. Wenceslaus Catholic Church Dickinson,Not publicly listed,Dickinson,North Dakota,00000
1170,Faith United Methodist Church,Not publicly listed,Fargo,North Dakota,00000
1175,First Baptist Church Fargo,Not publicly listed,Fargo,North Dakota,00000
1176,First Baptist Church Grand Forks,Not publicly listed,Grand Forks,North Dakota,00000
1189,St. Michael's Catholic Church Grand Forks,Not publicly listed,Grand Forks,North Dakota,00000
1177,First Baptist Church Jamestown,Not publicly listed,Jamestown,North Dakota,00000
1184,St. James Catholic Church Jamestown,Not publicly listed,Jamestown,North Dakota,00000
1178,First Baptist Church Minot,Not publicly listed,Minot,North Dakota,00000
1183,Our Lady of Grace Catholic Church Minot,Not publicly listed,Minot,North Dakota,00000
1179,First Baptist Church Williston,Not publicly listed,Williston,North Dakota,00000
1186,St. Joseph Catholic Church Williston,Not publicly listed,Williston,North Dakota,00000
1195,First Baptist Church Akron,Not publicly listed,Akron,Ohio,00000
1205,St. Bernard Catholic Church Akron,Not publicly listed,Akron,Ohio,00000
1196,First Baptist Church Canton,Not publicly listed,Canton,Ohio,00000
1208,St. Peter Catholic Church Canton,Not publicly listed,Canton,Ohio,00000
1197,First Baptist Church Cincinnati,Not publicly listed,Cincinnati,Ohio,00000
1210,The Rock Church,Not publicly listed,Cleveland,Ohio,00000
1198,First Baptist Church Cleveland Heights,Not publicly listed,Cleveland Heights,Ohio,00000
1204,St. Ann Catholic Church Cleveland Heights,Not publicly listed,Cleveland Heights,Ohio,00000
1212,Xenos Christian Fellowship,Not publicly listed,Columbus,Ohio,00000
1199,First Baptist Church Dayton,Not publicly listed,Dayton,Ohio,00000
1207,St. Helen Catholic Church Dayton,Not publicly listed,Dayton,Ohio,00000
1200,First Baptist Church Toledo,Not publicly listed,Toledo,Ohio,00000
1201,First Baptist Church Youngstown,Not publicly listed,Youngstown,Ohio,00000
1206,St. Columba Cathedral Youngstown,Not publicly listed,Youngstown,Ohio,00000
1216,First Baptist Church Bartlesville,Not publicly listed,Bartlesville,Oklahoma,00000
1233,St. Luke Catholic Church Bartlesville,Not publicly listed,Bartlesville,Oklahoma,00000
1217,First Baptist Church Broken Arrow,Not publicly listed,Broken Arrow,Oklahoma,00000
1224,First United Methodist Church Broken Arrow,Not publicly listed,Broken Arrow,Oklahoma,00000
1218,First Baptist Church Enid,Not publicly listed,Enid,Oklahoma,00000
1231,St. Francis Xavier Catholic Church Enid,Not publicly listed,Enid,Oklahoma,00000
1219,First Baptist Church Lawton,Not publicly listed,Lawton,Oklahoma,00000
1228,Holy Family Catholic Church Lawton,Not publicly listed,Lawton,Oklahoma,00000
1220,First Baptist Church Muskogee,Not publicly listed,Muskogee,Oklahoma,00000
1225,First United Methodist Church Muskogee,Not publicly listed,Muskogee,Oklahoma,00000
1221,First Baptist Church Norman,Not publicly listed,Norman,Oklahoma,00000
1232,St. Joseph Catholic Church Norman,Not publicly listed,Norman,Oklahoma,00000
1227,Gateway Church,Not publicly listed,Oklahoma City,Oklahoma,00000
1238,First Baptist Church Albany,Not publicly listed,Albany,Oregon,00000
1254,St. Mary's Catholic Church Albany,Not publicly listed,Albany,Oregon,00000
1239,First Baptist Church Bend,Not publicly listed,Bend,Oregon,00000
1248,St. Francis of Assisi Catholic Church Bend,Not publicly listed,Bend,Oregon,00000
